Ingredient_EN,CO2_kg_per_kg,source,Country,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
"Margarine, 80% fat",2.1,German,Israel,2,0,1,1,1,2,0,1,2,2,1,0
"Protein shake, dairy-based",2.2,German,Armenia,1,1,1,0,0,1,2,0,1,0,0,2
"Sunflower oil, 1l bottle",2.2,German,Indonesia,0,2,1,1,0,1,0,1,2,2,1,1
Eggs,2.2,German,"Korea, Democratic People's Republic of",0,2,0,2,0,0,1,0,2,2,1,2
"Atlantic herring, fresh, whole fish",2.2,German,Azerbaijan,0,2,0,0,2,1,1,2,0,1,2,1
"Cucumber, fresh",2.2,German,Saint Martin (French part),1,1,2,1,2,1,0,1,2,2,1,0
"Minced pea protein, frozen",2.2,German,Jersey,0,1,1,0,2,0,1,1,0,0,0,2
Apple pie,2.3,German,Djibouti,1,0,2,1,0,1,0,0,0,2,1,0
"Rapeseed oil, 1l bottle",2.3,German,Niger,0,0,1,1,2,2,0,2,0,2,1,2
Tomato purée,2.3,German,Faroe Islands,1,0,0,1,0,1,0,2,1,0,1,1
Raisins,2.3,German,Croatia,1,0,1,2,0,1,0,1,0,2,1,0
Brewed coffee latte in paper cups,2.4,German,"Venezuela, Bolivarian Republic of",1,1,2,0,0,2,1,1,2,1,2,0
Dried apricots,2.4,German,Lesotho,0,2,0,0,1,1,1,1,2,0,1,0
"Breakfast cereal with fruit, nuts and seeds",2.5,German,Bosnia and Herzegovina,2,2,2,1,0,0,1,2,1,0,1,1
"Minced soya, frozen",2.5,German,Saint Martin (French part),0,2,0,0,0,2,2,0,0,1,0,2
"Salmon, farmed, fresh, whole fish",2.6,German,Malta,1,2,2,2,0,1,2,2,2,0,0,2
"Dessert topping, chocolate sauce",2.6,German,Sint Maarten (Dutch part),2,2,2,0,0,0,2,1,1,0,0,0
"Mackerel, fresh, whole fish",2.6,German,Paraguay,1,1,2,0,0,2,0,1,1,0,0,0
Vegan cheese,2.6,German,Nauru,0,0,1,2,2,2,1,2,0,2,1,0
Meat soup in glass jar,2.6,German,Isle of Man,0,0,2,2,2,0,0,2,2,2,2,2
"Soybean oil, 0.5l",2.7,German,Palau,0,2,0,1,1,2,2,0,0,1,0,1
Potato chips,2.7,German,Papua New Guinea,2,0,0,0,2,2,1,0,2,0,2,1
Mayonnaise,2.7,German,Sao Tome and Principe,2,0,0,1,0,0,0,0,2,2,0,0
Textured vegetable protein,2.8,German,Sweden,1,1,0,1,0,1,0,0,1,2,0,0
"Soybean oil, plastic bottle",2.8,German,Eswatini,2,0,0,2,0,2,2,1,1,1,2,2
"Yoghurt, 3% fat",2.9,German,Trinidad and Tobago,2,0,2,2,2,2,2,0,0,1,2,2
Jasmine rice,2.9,German,Latvia,1,2,0,0,2,2,0,2,2,2,2,2
"Olive oil, 0.75l glass bottle",2.9,German,Zimbabwe,2,0,0,0,1,1,2,0,2,0,0,2
Snack bar,3.0,German,Andorra,0,2,2,1,2,0,0,1,1,0,0,2
"Pickled cucumber, drained",3.0,German,Croatia,1,0,1,2,0,1,2,0,1,2,0,2
"Pork, fresh ham, shank portion",3.1,German,Antarctica,2,0,0,2,0,1,1,1,2,0,2,1
"Yoghurt in glass, 3% fat",3.3,German,Sao Tome and Principe,0,0,1,1,2,1,0,2,2,2,2,2
"Chicken breast, fresh boneless chicken",3.3,German,Bouvet Island,0,2,1,0,2,2,2,2,0,1,1,0
Chicken meat (average),3.4,German,American Samoa,1,2,2,0,2,2,2,0,0,0,2,1
"Cream 15% fat, 0.5l",3.4,German,Belgium,2,1,0,0,1,2,2,0,2,1,2,1
"Atlantic cod, fresh, whole fish",3.4,German,China,0,1,0,0,0,0,1,2,1,0,2,0
"Black pepper, grounded",3.4,German,Montserrat,0,0,1,2,1,1,2,0,2,2,0,2
"Pork picnic, cushion meat",3.4,German,Uruguay,2,0,0,0,2,1,1,1,1,0,1,2
"Bivalves, edible weight, farmed",3.5,German,Belgium,0,0,0,1,2,1,1,0,0,0,2,2
"Chicken fillet, fresh",3.5,German,Western Sahara,2,2,0,0,2,0,0,1,0,1,1,2
Spinach & ricotta tortelloni,3.5,German,El Salvador,0,2,0,1,2,2,1,2,2,0,1,1
Chicken kebab,3.6,German,United States,1,0,0,1,2,0,1,0,2,1,1,0
"Ice cream, 10% fat",3.8,German,Netherlands,0,2,1,0,2,1,2,2,1,2,0,1
"Salmon, farmed, fillets, frozen",4.0,German,Slovenia,0,2,2,0,0,0,1,2,2,2,0,1
Pesto,4.0,German,Lebanon,2,2,2,0,0,2,2,1,1,1,1,1
"Chicken nuggets, frozen",4.0,German,Kyrgyzstan,2,0,1,1,2,1,2,0,1,2,2,2
Sausage and ham tortelloni,4.1,German,French Guiana,0,0,1,0,1,2,1,1,2,0,2,0
Hard biscuits,4.1,German,Morocco,1,0,1,0,2,0,0,2,0,2,0,0
"Chicken thigh, fresh booneless skinless",4.1,German,Montserrat,0,0,2,2,2,1,2,0,2,2,0,0
"Gin, 70cl glass bottle",4.2,German,Sri Lanka,2,2,2,2,2,1,1,1,0,1,1,1
"Ground pork, 20% fat",4.2,German,Argentina,2,1,0,2,1,1,2,0,0,2,0,2
"Ham, sliced",4.4,German,Brazil,2,1,1,2,2,0,2,2,1,1,1,1
"Sausage, 68% pork",4.4,German,Estonia,0,2,2,0,1,2,2,2,0,0,1,2
Pork (average),4.4,German,Iraq,1,2,0,2,0,2,2,0,0,1,0,1
"Pork, shoulder boneless",4.8,German,Cyprus,1,2,2,0,0,1,0,2,1,1,0,0
Tea in bags,4.8,German,Lesotho,1,1,0,2,1,2,0,2,1,0,1,1
Pulled pork,4.9,German,Samoa,2,2,1,2,1,0,0,2,2,0,1,1
"Pork, fresh ham",5.1,German,Samoa,2,0,1,0,2,0,2,0,0,0,1,2
"Silver/bighead carp, edible weight, farmed",5.2,German,Faroe Islands,1,2,2,1,0,0,1,1,0,0,2,1
"Roasted coffee beans, origin Brazil",5.3,German,Zambia,1,1,0,1,1,0,1,1,0,0,1,0
Milk chocolate,5.4,German,Turks and Caicos Islands,1,1,0,0,1,0,2,0,0,2,1,1
Chocolate fruit and nut mix,5.8,German,San Marino,0,2,2,2,0,1,1,1,2,1,1,1
"Pork, loin chop, boneless",5.8,German,Trinidad and Tobago,2,0,1,0,2,0,1,1,1,1,2,2
Smoked salmon,5.9,German,Isle of Man,1,0,2,2,1,0,2,2,1,2,1,2
Protein bar,6.0,German,Malta,0,1,0,2,1,0,2,2,2,0,2,2
"Herbs in pot, fresh, greenhouse-grown",6.0,German,Papua New Guinea,2,0,0,0,1,0,0,2,2,1,1,1
"Almonds, kernel",6.1,German,"Micronesia, Federated States of",2,1,1,1,0,0,0,0,1,1,0,2
"Trout, edible weight, farmed",6.2,German,Western Sahara,0,1,0,2,1,1,1,2,2,1,0,1
Mixed nuts,6.5,German,Côte d'Ivoire,2,0,2,1,0,0,0,1,0,2,2,0
Spreadable 75% fat (butter + vegetable oils),6.7,German,Comoros,0,1,0,0,0,1,2,2,0,2,0,0
"Pork, spare ribs",7.0,German,Kiribati,0,2,0,2,1,1,1,2,0,0,2,1
Bacon cubes,7.0,German,Greenland,2,0,2,2,0,2,0,0,1,0,1,2
"Pork, British bacon (dry-cured)",7.0,German,Slovakia,0,0,0,2,1,0,1,1,0,1,1,1
Salami,7.2,German,Czechia,1,0,0,2,1,0,1,2,2,0,0,0
"Langoustine, whole",7.2,German,Nepal,2,0,0,0,1,0,0,0,2,1,1,2
Cream 40% fat 0.5l,7.4,German,Comoros,1,2,1,1,2,0,2,2,0,2,0,2
"Atlantic code, fillets, frozen",7.5,German,"Micronesia, Federated States of",0,2,1,1,1,1,2,0,2,1,0,1
"Pork, tenderloin whole",7.5,German,"Korea, Republic of",1,1,1,0,1,0,1,1,2,2,0,2
"Atlantic herring pickled fillets, darined",7.6,German,Senegal,2,2,1,2,1,0,1,1,0,2,2,0
"Beef lasagne, ready meal",7.7,German,Montenegro,0,0,0,2,2,0,0,1,0,2,2,0
"Carp, edible weight, farmed",7.8,German,Madagascar,2,1,0,1,0,1,2,2,2,0,2,2
"Cod/hake/haddock, edible weight, wild",8.1,German,"Congo, The Democratic Republic of the",1,1,0,0,2,0,1,2,0,1,1,2
"Ham, cured",8.2,German,Italy,0,0,1,0,0,2,1,2,2,1,2,0
"Milkfish, edible weight, farmed",8.2,German,Denmark,0,0,1,2,0,2,1,0,0,0,2,2
Beef stroganoff with rice,8.5,German,Iceland,2,1,1,1,0,1,2,2,1,1,0,2
"Catfish, edible weight, farmed",8.5,German,Christmas Island,0,2,0,2,1,1,2,2,1,2,0,1
"Prawns, whole, frozen, packaged",8.9,German,Kuwait,2,0,0,1,2,0,1,2,1,0,0,2
"Whey protein, 80% protein",8.9,German,Barbados,1,2,2,1,2,2,2,0,0,0,1,1
"Mozzarella (cow milk), 15-20% fat",9.0,German,Monaco,2,1,1,2,2,2,2,0,2,1,1,1
Canned tuna,9.3,German,Estonia,0,0,1,1,0,0,2,2,0,1,0,0
"Pork, American bacon (dry-cured)",9.3,German,Maldives,0,2,0,0,2,0,2,1,1,1,1,0
Canned tung,9.4,German,Barbados,0,0,1,0,1,0,2,1,1,1,0,0
"Pork, baby back ribs",9.6,German,Spain,2,0,0,0,2,1,0,0,2,2,1,1
"Sausage, pork dry (salami etc.)",10.0,German,Sao Tome and Principe,1,2,2,0,1,1,1,1,2,1,1,0
"Milk powder, skimmed 95% DM",10.0,German,El Salvador,0,0,2,0,0,1,2,0,0,1,0,2
"Cheese, hard, 17% fat",10.0,German,Hong Kong,1,0,0,0,2,2,0,2,1,1,2,1
"Minced meat, 50/50 beef and pork",10.0,German,Malawi,0,2,2,1,0,1,1,0,0,2,2,1
"Pork, fresh side",10.0,German,Austria,1,2,2,2,0,0,2,2,0,0,1,1
"Shrimp, edible weight, famred",11.0,German,Peru,1,2,1,0,1,2,1,1,2,2,2,2
European plaice (Pleuronectes platessa),11.0,German,Egypt,2,2,2,2,1,1,2,2,0,2,2,1
"Tilapia, edible weight, farmed",12.0,German,China,1,2,1,2,0,2,0,2,1,0,0,1
Cream cheese,12.0,German,Uganda,1,0,2,2,2,2,1,2,1,0,2,0
Blue cheese,12.0,German,Uganda,2,0,1,2,2,0,1,2,1,1,2,1
"Cheese, hard, 28% fat",12.0,German,Georgia,2,1,2,1,2,0,0,0,2,1,2,0
"Tuna / bonito / billfish, edible weight, farmed",13.0,German,Viet Nam,2,0,1,2,0,0,2,1,2,0,2,0
"Scophthalmidae, edible weight, farmed",14.0,German,"Tanzania, United Republic of",1,1,2,2,0,0,1,2,0,1,0,0
"Longfin yellowtail, edible weight, farmed",14.0,German,Liberia,1,1,0,1,2,0,2,0,2,1,0,0
"Epinephelus, edible weight, farmed",14.0,German,Monaco,1,2,2,1,0,1,1,2,0,1,0,1
"European bass, edible weight, farmed",14.0,German,South Africa,2,0,0,0,0,0,2,0,0,1,1,0
"Sablefish, edible weight, farmed",14.0,German,Nicaragua,2,1,2,2,2,0,0,2,1,0,1,2
"Cynoscion, edible weight, farmed",14.0,German,Holy See (Vatican City State),2,2,1,1,2,0,1,1,1,1,0,2
"Git-head bream, edible weight, farmed",14.0,German,Iraq,1,2,0,0,0,1,2,2,0,2,1,2
"Jack / mullet / saury, edible weight, wild",14.0,German,Svalbard and Jan Mayen,0,0,2,2,0,1,1,2,0,1,2,2
"Cheddar, 28% fat",14.0,German,Israel,2,1,2,0,1,1,1,0,1,2,0,0
"Butter, 80% fat",14.0,German,Christmas Island,2,0,0,0,0,0,2,1,0,2,1,0
"Roasted cashew, natural",14.0,German,Norfolk Island,0,1,1,0,1,1,1,2,2,2,0,1
"Salmon / trout / smelt, edible weight, wild",15.0,German,"Bolivia, Plurinational State of",0,1,2,0,1,0,2,2,0,0,2,1
"Squid / cattlefish / octopus, edible weight, wild",15.0,German,Solomon Islands,2,1,2,2,0,0,0,2,2,0,1,0
"Ground beef, 15% fat",16.0,German,Cocos (Keeling) Islands,2,0,2,0,0,2,0,2,2,1,1,1
"Redfish / bass / conger, edible weight, wild",16.0,German,Panama,0,2,0,0,2,1,2,2,1,2,2,1
"Bivalves, edible weight, farmed",17.0,German,Honduras,0,1,1,2,0,0,0,0,2,1,0,0
"Beef meatballs, raw",21.0,German,"Congo, The Democratic Republic of the",1,2,2,2,0,2,0,1,2,2,2,1
"Hamburger (beef), raw",22.0,German,Paraguay,1,1,0,0,2,0,0,1,0,2,1,0
Minced beef,23.0,German,Nauru,0,1,2,2,2,1,0,0,1,2,0,2
"Arctic char / barramundi, edible weight, farmed",23.0,German,Lao People's Democratic Republic,1,1,2,1,2,2,0,1,1,1,2,2
"Flounder / halibut / sole, edible weight, wild",24.0,German,Maldives,2,1,0,1,2,0,2,1,2,1,1,2
"Lamb meat, average",26.0,German,South Georgia and the South Sandwich Islands,0,2,0,2,0,2,0,1,0,1,2,2
Halloumi,29.0,German,Bermuda,0,2,0,0,0,0,1,2,1,2,2,2
"Lobster, edible weight, wild",31.0,German,Comoros,1,1,0,0,2,2,1,2,0,0,0,2
"Beef, average",31.0,German,Indonesia,2,1,0,2,0,0,1,0,0,1,0,1
"Beef, top sirloin",32.0,German,Belize,0,1,2,0,1,2,0,1,2,0,1,0
"Beef, bottom round roast",33.0,German,Estonia,1,1,0,1,2,2,0,1,2,1,2,2
Feta cheese,34.0,German,Nauru,2,2,2,2,2,2,2,1,0,2,0,1
Beef jerky,37.0,German,France,1,2,1,0,0,0,0,1,2,0,1,1
"Beef, chuck eye steak",39.0,German,Western Sahara,2,0,0,2,0,0,1,2,1,1,0,0
"Chèvre, goat cheese",45.0,German,Mayotte,2,2,2,1,1,1,1,1,0,1,2,1
"Beef, ribeye roast, boneless",45.0,German,Tunisia,2,0,1,1,0,0,1,2,2,0,0,0
"Beef, flank steak",56.0,German,"Micronesia, Federated States of",1,1,0,2,2,1,1,1,1,0,0,2
"Beef, tenderloin steak (filet mignon)",65.0,German,North Macedonia,2,0,1,2,1,1,2,0,1,2,2,1
Jackfruit,0.9,German,South Africa,1,1,0,2,2,2,2,2,2,1,2,1
"Court broth for fish, dehydrated",0.16988868,French,Mongolia,0,1,0,2,2,0,2,0,0,2,0,1
"Court broth for fish, dehydrated",0.31111479,French,Samoa,0,1,1,1,1,2,0,2,0,0,2,1
"Court broth for fish, dehydrated",0.16877446,French,United Arab Emirates,0,0,0,2,2,0,1,1,1,2,1,2
"Court broth for fish, dehydrated",6.9297492,French,Faroe Islands,2,0,1,2,2,0,1,1,1,2,1,1
"Pizza, topping sauce for",0.067128348,French,Belgium,0,0,1,1,2,0,2,2,2,2,0,1
"Pizza, topping sauce for",0.010362643,French,Guernsey,0,2,2,1,1,1,2,2,1,2,2,0
"Pizza, topping sauce for",0.26624835,French,Botswana,0,0,1,2,1,0,2,2,2,2,1,2
"Pizza, topping sauce for",0.59657835,French,Cabo Verde,0,2,2,1,2,2,0,0,1,0,0,0
"“Culinary preparation based on soy, “soy cream” type”",0.014352415,French,Dominican Republic,2,1,1,2,1,0,1,1,1,2,0,1
"“Culinary preparation based on soy, “soy cream” type”",0.069691014,French,Paraguay,0,2,2,0,2,2,2,1,2,0,0,2
"“Culinary preparation based on soy, “soy cream” type”",0.13884614,French,Guam,0,2,1,1,0,0,2,1,1,1,0,0
"“Culinary preparation based on soy, “soy cream” type”",0.35442213,French,Dominican Republic,1,1,1,0,0,1,0,0,0,1,2,2
"“Culinary preparation based on soy, “soy cream” type”",0.5966559,French,Lebanon,2,1,2,2,0,1,1,0,0,0,1,2
Mustard,0.39160536,French,Angola,0,0,2,1,1,2,2,1,2,2,0,1
Mustard,0.021123803,French,Kenya,1,0,0,2,2,2,0,0,1,2,0,0
Mustard,0.056332755,French,Russian Federation,0,0,2,1,2,0,0,0,1,0,1,0
Mustard,1.12310076,French,Hungary,2,1,2,1,0,2,1,2,1,2,1,1
Old-fashioned mustard,0.39160536,French,Oman,1,1,0,1,0,0,2,1,0,1,2,2
Old-fashioned mustard,0.021123803,French,Falkland Islands (Malvinas),2,0,2,0,0,2,2,1,1,2,0,0
Old-fashioned mustard,0.056332755,French,Greenland,0,0,0,2,0,1,0,1,0,0,2,2
Old-fashioned mustard,1.12310076,French,Haiti,1,0,0,2,1,1,2,1,2,1,1,0
"Green olives, filled or stuffed (anchovies, peppers, etc.)",0.054931057,French,Togo,2,2,1,2,1,1,0,1,1,0,1,2
"Green olives, filled or stuffed (anchovies, peppers, etc.)",0.023003437,French,Brazil,1,2,2,0,0,2,2,2,0,1,0,1
"Green olives, filled or stuffed (anchovies, peppers, etc.)",0.0085765815,French,Senegal,1,2,2,0,2,2,1,0,2,0,0,2
"Green olives, filled or stuffed (anchovies, peppers, etc.)",1.081907,French,Czechia,1,2,2,2,0,0,2,0,0,2,2,0
Tapenade,0.15637678,French,Guinea-Bissau,0,0,1,2,2,2,2,2,0,0,1,2
Tapenade,0.03241111,French,Congo,0,2,1,1,2,0,2,0,2,0,2,0
Tapenade,0.16890017,French,New Caledonia,2,2,0,1,2,1,0,0,2,0,0,1
Tapenade,0.031169657,French,Equatorial Guinea,1,1,0,1,2,1,1,0,1,2,1,0
Tapenade,1.2280072,French,Suriname,0,1,0,1,0,2,1,2,1,0,2,2
"Low-calorie meal replacement, dessert cream",0.08558938,French,Finland,0,0,2,1,0,2,0,0,0,0,1,0
"Low-calorie meal replacement, dessert cream",0.077548843,French,Cook Islands,1,2,1,2,2,1,1,2,2,1,1,2
"Low-calorie meal replacement, dessert cream",0.83189964,French,Anguilla,1,1,1,2,1,0,1,2,0,1,2,1
"Low-calorie meal replacement, dessert cream",0.046377641,French,Mozambique,0,2,0,0,2,2,2,0,1,2,2,2
"Low-calorie meal replacement, dessert cream",1.61388667,French,Costa Rica,0,0,2,2,2,1,2,2,0,0,0,0
"Low-calorie meal replacement, powder reconstituted with skimmed milk",0.08558938,French,Mali,2,2,1,0,2,2,1,2,2,0,2,0
"Low-calorie meal replacement, powder reconstituted with skimmed milk",0.077548843,French,Ethiopia,2,0,0,2,0,0,0,0,2,1,2,0
"Low-calorie meal replacement, powder reconstituted with skimmed milk",0.83189964,French,Portugal,1,1,2,0,0,2,1,2,1,1,0,1
"Low-calorie meal replacement, powder reconstituted with skimmed milk",0.046377641,French,Costa Rica,2,2,2,1,2,2,0,2,1,1,1,0
"Low-calorie meal replacement, powder reconstituted with skimmed milk",1.61388667,French,Sint Maarten (Dutch part),2,1,0,2,1,2,0,1,1,0,0,1
"Low-calorie meal replacement, powder reconstituted with skimmed milk, milkshake type",0.08558938,French,Saudi Arabia,1,1,0,2,0,0,2,2,2,2,1,2
"Low-calorie meal replacement, powder reconstituted with skimmed milk, milkshake type",0.077548843,French,Libya,0,2,2,1,1,0,1,0,1,1,0,0
"Low-calorie meal replacement, powder reconstituted with skimmed milk, milkshake type",0.83189964,French,Christmas Island,0,0,1,1,2,2,1,2,2,0,2,2
"Low-calorie meal replacement, powder reconstituted with skimmed milk, milkshake type",0.046377641,French,Timor-Leste,2,2,1,0,0,1,2,1,1,1,1,2
"Low-calorie meal replacement, powder reconstituted with skimmed milk, milkshake type",1.61388667,French,Papua New Guinea,2,0,2,1,1,1,1,2,0,1,1,2
"Low-calorie meal replacement, ready to drink",0.08558938,French,Guinea,1,0,2,2,1,2,0,2,2,0,2,1
"Low-calorie meal replacement, ready to drink",0.077548843,French,Christmas Island,2,1,2,0,1,0,2,1,0,1,2,2
"Low-calorie meal replacement, ready to drink",0.83189964,French,Cayman Islands,1,2,2,2,0,2,2,2,1,2,0,0
"Low-calorie meal replacement, ready to drink",0.046377641,French,Benin,0,0,1,0,2,0,2,2,2,1,0,2
"Low-calorie meal replacement, ready to drink",1.61388667,French,Samoa,0,1,2,0,1,1,1,1,0,2,2,1
Four spices,4.1431585,French,Macao,2,1,2,0,0,1,2,2,2,0,2,1
Four spices,0.42086437,French,Sint Maarten (Dutch part),1,0,0,0,0,0,2,1,1,1,2,1
Four spices,0.092295846,French,Gambia,1,2,0,0,2,1,0,0,1,2,2,1
Four spices,0.090895366,French,Guadeloupe,0,1,2,2,1,1,2,0,0,2,0,1
Four spices,1.656649,French,South Africa,0,2,2,1,1,1,0,2,0,0,0,2
"Herbs of Provence, dried",0.18371613,French,United Arab Emirates,1,2,0,1,2,1,0,1,0,0,1,1
"Herbs of Provence, dried",0.38580388,French,Wallis and Futuna,0,0,1,0,1,0,0,2,1,1,1,2
"Herbs of Provence, dried",0.17453032,French,Brazil,2,0,2,0,1,1,0,1,1,2,0,0
"Herbs of Provence, dried",0.18371613,French,Serbia,2,1,2,1,1,0,1,2,2,0,2,1
"Herbs of Provence, dried",1.6568418,French,Marshall Islands,0,2,2,2,0,0,2,1,0,0,2,1
Cream pizza base,1.7596527,French,Ecuador,0,0,1,1,1,2,0,1,2,1,2,2
Cream pizza base,0.59638551,French,Botswana,1,2,1,0,2,2,0,0,1,0,0,1
Tomato pizza base,0.067128348,French,Western Sahara,2,2,1,1,1,1,0,2,0,1,0,2
Tomato pizza base,0.010362643,French,New Zealand,2,1,2,2,0,2,0,2,1,0,2,1
Tomato pizza base,0.26624835,French,Hong Kong,0,2,0,1,1,1,1,1,2,0,0,1
Tomato pizza base,0.63672031,French,Comoros,1,0,1,1,2,2,2,0,0,2,1,2
Baking powder or baking powder,0.3195561,French,Argentina,1,1,2,1,2,1,1,2,1,0,1,2
Baking powder or baking powder,0.31757425,French,Angola,1,0,1,2,1,0,1,1,0,2,0,0
Baking powder or baking powder,1.1371053,French,Benin,2,2,1,1,1,0,1,2,0,2,0,1
Baking powder or baking powder,0.33602556,French,Syrian Arab Republic,2,0,1,1,2,0,2,1,1,1,2,0
Miso,0.19087545,French,Sao Tome and Principe,0,2,0,1,2,1,1,1,0,2,0,1
Miso,0.34696355,French,Paraguay,0,2,1,1,1,2,2,0,1,1,2,1
Miso,0.019162307,French,Croatia,2,0,0,2,1,0,0,0,0,1,1,0
Miso,0.65423177,French,Cocos (Keeling) Islands,2,2,1,0,2,2,1,1,0,0,2,2
"Custard, prepackaged",0.1410713,French,El Salvador,1,1,0,1,0,1,2,2,1,1,0,2
"Custard, prepackaged",0.85042064,French,Kyrgyzstan,1,0,2,0,0,0,0,0,0,0,1,1
"Custard, prepackaged",0.070758813,French,French Polynesia,1,2,0,1,0,1,2,1,0,2,2,0
"Custard, prepackaged",0.7481293099999999,French,Czechia,1,0,1,0,0,2,2,1,2,0,2,2
"Guacamole, prepackaged",0.82474976,French,Israel,1,1,2,1,0,1,2,1,2,2,0,2
"Guacamole, prepackaged",0.082587073,French,Guinea,1,2,2,0,0,1,2,1,1,1,1,2
"Guacamole, prepackaged",0.039616196,French,Peru,0,1,2,0,1,0,0,2,2,2,0,0
"Guacamole, prepackaged",0.69416656,French,Côte d'Ivoire,1,2,1,0,0,0,0,2,1,2,1,2
Harissa (condiment sauce),0.2813466,French,Germany,0,1,0,0,2,2,0,2,2,2,1,2
Harissa (condiment sauce),0.01301279,French,Portugal,2,1,2,1,0,0,1,0,0,1,2,1
Harissa (condiment sauce),0.20674192,French,Ghana,0,0,0,2,1,1,0,0,0,2,1,0
Harissa (condiment sauce),0.014967723,French,Norway,0,1,1,2,1,2,1,0,0,0,0,0
Harissa (condiment sauce),0.84119788,French,Russian Federation,1,2,0,0,0,0,2,0,2,0,0,1
Hummus,0.19981192,French,Algeria,2,2,1,0,2,2,1,1,2,1,2,1
Hummus,0.0032005141,French,Samoa,2,2,0,1,0,0,1,2,2,0,2,1
Hummus,0.048171152,French,New Caledonia,2,0,2,1,0,0,2,2,2,2,2,0
Hummus,0.03195623,French,San Marino,1,2,0,2,0,2,1,2,1,1,2,0
Hummus,0.13550654,French,Cocos (Keeling) Islands,0,2,0,2,2,1,0,2,1,1,2,2
Hummus,0.69416656,French,Solomon Islands,0,2,1,1,0,0,0,2,0,1,0,1
Ketchup,0.034986415,French,Wallis and Futuna,0,0,0,0,1,0,0,1,0,1,0,1
Ketchup,0.032967769,French,Uruguay,1,0,1,1,2,2,1,1,2,2,1,0
Ketchup,0.18267753,French,Serbia,2,0,1,0,2,2,1,2,1,2,0,1
Ketchup,0.093301443,French,Antarctica,1,1,0,1,0,2,2,2,1,2,1,2
Ketchup,0.84119788,French,Afghanistan,0,0,1,0,1,1,1,2,1,1,1,1
Mayonnaise (70% fat min.),1.5682487,French,Turkmenistan,0,2,0,0,1,2,1,2,2,1,2,2
Mayonnaise (70% fat min.),0.18183196,French,Finland,1,1,2,0,0,0,2,1,2,1,1,2
Mayonnaise (70% fat min.),0.047621681,French,Portugal,1,2,0,2,0,0,0,0,0,0,1,1
Mayonnaise (70% fat min.),0.037425146,French,Kenya,2,0,0,1,1,2,2,1,1,2,2,2
Mayonnaise (70% fat min.),0.8527773399999999,French,Poland,2,1,1,1,1,2,0,1,1,1,1,2
Reduced fat mayonnaise or low fat mayonnaise,1.5682487,French,Iceland,2,0,2,2,2,2,1,0,0,0,0,2
Reduced fat mayonnaise or low fat mayonnaise,0.18183196,French,Nigeria,2,2,2,1,0,2,1,1,2,1,1,0
Reduced fat mayonnaise or low fat mayonnaise,0.047621681,French,"Korea, Democratic People's Republic of",2,2,2,2,2,2,1,0,1,2,2,2
Reduced fat mayonnaise or low fat mayonnaise,0.037425146,French,Ecuador,0,2,0,1,0,1,0,0,1,2,1,0
Reduced fat mayonnaise or low fat mayonnaise,0.8527773399999999,French,Aruba,2,1,0,0,2,2,1,1,1,1,2,0
Cream sauce,1.7596527,French,Comoros,2,0,0,0,0,1,2,1,1,1,2,2
Cream sauce,0.85247219,French,North Macedonia,1,1,1,0,1,1,1,2,2,2,0,2
Spiced cream sauce,1.4341169,French,Papua New Guinea,0,2,1,2,0,1,0,1,1,0,0,2
Spiced cream sauce,0.10228248,French,Bahamas,0,1,0,1,2,0,1,2,1,2,1,1
Spiced cream sauce,0.85247219,French,Cameroon,2,2,1,0,0,0,0,2,2,1,1,1
Herbed Cream Sauce,1.4341169,French,Barbados,2,2,2,2,0,0,1,1,0,0,0,0
Herbed Cream Sauce,0.10228248,French,Finland,2,2,2,2,1,1,1,2,0,2,1,2
Herbed Cream Sauce,0.85247219,French,Saint Vincent and the Grenadines,2,2,1,2,0,1,1,1,2,0,2,1
"Creamy shallot sauce, prepackaged",1.4957048,French,Tuvalu,1,0,0,2,0,1,1,0,1,2,0,2
"Creamy shallot sauce, prepackaged",0.02458237,French,Guyana,1,2,2,0,1,1,2,0,0,1,2,2
"Creamy shallot sauce, prepackaged",0.85247219,French,Cocos (Keeling) Islands,2,0,1,0,0,1,0,0,0,1,1,1
"Sweet and sour sauce, prepackaged",0.14721444,French,Antarctica,0,1,1,2,1,2,0,2,1,0,2,0
"Sweet and sour sauce, prepackaged",0.037318842,French,Poland,1,0,0,1,1,2,0,2,2,0,0,2
"Sweet and sour sauce, prepackaged",0.050460871,French,United Kingdom,1,2,0,2,1,1,1,0,1,2,1,2
"Sweet and sour sauce, prepackaged",0.086992035,French,Réunion,2,1,2,0,0,1,1,0,2,0,0,2
"Sweet and sour sauce, prepackaged",0.052849945,French,Dominican Republic,1,1,1,2,1,0,1,2,1,2,2,2
"Sweet and sour sauce, prepackaged",0.85264086,French,Saint Vincent and the Grenadines,2,1,2,2,1,0,0,1,2,2,1,1
"Aioli sauce, prepackaged",0.12561558,French,Maldives,0,1,0,0,1,0,1,1,1,2,0,1
"Aioli sauce, prepackaged",0.013513281,French,Oman,2,1,1,2,1,0,1,2,1,0,2,1
"Aioli sauce, prepackaged",0.046027118,French,Saint Kitts and Nevis,2,2,0,1,0,1,2,0,2,0,0,0
